iter	Passed	Remaining
1662	104099	21095
1663	104158	21031
1664	104228	20970
1665	104297	20909
1666	104367	20848
1667	104424	20784
1668	104476	20720
1669	104537	20657
1670	104595	20593
1671	104678	20535
1672	104755	20475
1673	104819	20412
1674	104875	20349
1675	104952	20289
1676	105026	20228
1677	105086	20165
1678	105140	20101
1679	105197	20037
1680	105282	19979
1681	105337	19915
1682	105396	19851
1683	105462	19789
1684	105540	19730
1685	105612	19669
1686	105686	19608
1687	105764	19548
1688	105847	19489
1689	105906	19426
1690	105976	19365
1691	106041	19303
1692	106097	19239
1693	106158	19176
1694	106219	19113
1695	106279	19050
1696	106345	18988
1697	106422	18927
1698	106505	18868
1699	106585	18809
1700	106649	18746
1701	106708	18683
1702	106766	18619
1703	106824	18556
1704	106887	18493
1705	106966	18433
1706	107039	18372
1707	107115	18312
1708	107200	18253
1709	107257	18189
1710	107333	18129
1711	107410	18069
1712	107473	18006
1713	107547	17945
1714	107605	17882
1715	107675	17820
1716	107744	17758
1717	107802	17695
1718	107879	17634
1719	107933	17570
1720	108006	17509
1721	108067	17446
1722	108127	17383
1723	108195	17321
1724	108260	17258
1725	108315	17194
1726	108372	17131
1727	108430	17067
1728	108518	17008
1729	108573	16944
1730	108657	16885
1731	108726	16823
1732	108803	16763
1733	108865	16700
1734	108922	16636
1735	108981	16573
1736	109039	16509
1737	109095	16445
1738	109173	16385
1739	109232	16322
1740	109289	16258
1741	109378	16199
1742	109435	16135
1743	109511	16075
1744	109580	16013
1745	109653	15951
1746	109713	15888
1747	109770	15824
1748	109848	15764
1749	109905	15700
1750	109965	15637
1751	110020	15573
1752	110080	15510
1753	110137	15446
1754	110198	15383
1755	110255	15320
1756	110326	15258
1757	110385	15195
1758	110444	15131
1759	110497	15067
1760	110577	15007
1761	110633	14943
1762	110693	14880
1763	110750	14817
1764	110811	14753
1765	110870	14690
1766	110947	14629
1767	111006	14566
1768	111063	14502
1769	111122	14439
1770	111175	14375
1771	111233	14312
1772	111290	14248
1773	111359	14186
1774	111446	14127
1775	111505	14063
1776	111574	14001
1777	111654	13941
1778	111713	13877
1779	111796	13817
1780	111872	13756
1781	111949	13695
1782	112008	13632
1783	112068	13568
1784	112135	13506
1785	112197	13443
1786	112251	13379
1787	112312	13316
1788	112375	13253
1789	112433	13190
1790	112499	13128
1791	112556	13064
1792	112617	13001
1793	112677	12938
1794	112734	12874
1795	112791	12811
1796	112847	12747
1797	112909	12685
1798	112978	12622
1799	113052	12561
1800	113120	12499
1801	113178	12435
1802	113245	12373
1803	113307	12310
1804	113377	12248
1805	113435	12185
1806	113506	12123
1807	113572	12060
1808	113641	11998
1809	113707	11936
1810	113788	11875
1811	113854	11812
1812	113920	11750
1813	113997	11688
1814	114078	11627
1815	114137	11564
1816	114210	11502
1817	114282	11440
1818	114339	11377
1819	114399	11314
1820	114466	11251
1821	114528	11188
1822	114599	11126
1823	114665	11064
1824	114722	11000
1825	114788	10938
1826	114859	10876
1827	114927	10813
1828	114987	10750
1829	115048	10687
1830	115114	10625
1831	115176	10562
1832	115245	10499
1833	115311	10437
1834	115364	10373
1835	115424	10310
1836	115476	10246
1837	115550	10184
1838	115607	10121
1839	115663	10057
1840	115722	9994
1841	115782	9931
1842	115839	9868
1843	115897	9804
1844	115957	9741
1845	116014	9678
1846	116074	9615
1847	116134	9552
1848	116186	9488
1849	116248	9425
1850	116305	9362
1851	116361	9298
1852	116420	9235
1853	116507	9174
1854	116575	9112
1855	116645	9050
1856	116702	8986
1857	116762	8923
1858	116831	8861
1859	116887	8797
1860	116958	8735
1861	117015	8672
1862	117086	8610
1863	117161	8548
1864	117219	8485
1865	117288	8422
1866	117348	8359
1867	117416	8297
1868	117474	8233
1869	117529	8170
1870	117591	8107
1871	117651	8044
1872	117705	7981
1873	117762	7917
1874	117822	7854
1875	117878	7791
1876	117936	7728
1877	117993	7665
1878	118057	7602
1879	118138	7540
1880	118200	7477
1881	118267	7415
1882	118330	7352
1883	118398	7289
1884	118456	7226
1885	118529	7164
1886	118583	7101
1887	118638	7037
1888	118702	6975
1889	118764	6912
1890	118833	6849
1891	118890	6786
1892	118949	6723
1893	119012	6660
1894	119067	6597
1895	119129	6534
1896	119188	6471
1897	119258	6409
1898	119332	6346
1899	119396	6284
1900	119477	6222
1901	119547	6159
1902	119615	6097
1903	119685	6034
1904	119756	5972
1905	119829	5909
1906	119901	5847
1907	119973	5784
1908	120031	5721
1909	120092	5658
1910	120172	5596
1911	120234	5533
1912	120307	5471
1913	120383	5409
1914	120438	5345
1915	120507	5283
1916	120582	5220
1917	120652	5158
1918	120708	5095
1919	120766	5031
1920	120834	4969
1921	120903	4906
1922	120970	4843
1923	121032	4780
1924	121103	4718
1925	121172	4655
1926	121239	4592
1927	121311	4530
1928	121380	4467
1929	121448	4404
1930	121524	4342
1931	121602	4280
1932	121671	4217
1933	121736	4154
1934	121800	4091
1935	121863	4028
1936	121925	3965
1937	121998	3902
1938	122072	3840
1939	122137	3777
1940	122198	3714
1941	122265	3651
1942	122325	3588
1943	122392	3525
1944	122459	3462
1945	122532	3400
1946	122591	3337
1947	122651	3274
1948	122714	3211
1949	122769	3147
1950	122836	3085
1951	122891	3021
1952	122970	2959
1953	123034	2896
1954	123091	2833
1955	123151	2770
1956	123225	2707
1957	123282	2644
1958	123339	2581
1959	123398	2518
1960	123459	2455
1961	123528	2392
1962	123601	2329
1963	123669	2266
1964	123728	2203
1965	123800	2141
1966	123861	2078
1967	123920	2014
1968	123984	1952
1969	124043	1888
1970	124099	1825
1971	124160	1762
1972	124222	1699
1973	124296	1637
1974	124352	1574
1975	124425	1511
1976	124487	1448
1977	124547	1385
1978	124608	1322
1979	124665	1259
1980	124726	1196
1981	124787	1133
1982	124848	1070
1983	124910	1007
1984	124970	944
1985	125031	881
1986	125090	818
1987	125143	755
1988	125202	692
1989	125275	629
1990	125336	566
1991	125407	503
1992	125467	440
1993	125529	377
1994	125588	314
1995	125651	251
1996	125711	188
1997	125782	125
1998	125850	62
1999	125905	0
