iter	RMSE
229	6000.224304
230	5997.289989
231	5996.66307
232	5993.338929
233	5992.267663
234	5988.358368
235	5987.9029
236	5984.018801
237	5982.049268
238	5981.111379
239	5979.018312
240	5975.38007
241	5972.443385
242	5967.432727
243	5966.231625
244	5964.903661
245	5964.463051
246	5961.246951
247	5958.629584
248	5955.655753
249	5953.782788
250	5953.473154
251	5953.041567
252	5952.194981
253	5949.735134
254	5943.75826
255	5942.854338
256	5941.071036
257	5940.848792
258	5937.971818
259	5936.875719
260	5936.611146
261	5935.770228
262	5935.675031
263	5932.171952
264	5931.483208
265	5927.715512
266	5926.723714
267	5926.719938
268	5924.197337
269	5923.357019
270	5918.884962
271	5915.648811
272	5913.685363
273	5912.422954
274	5910.998902
275	5908.651626
276	5908.333709
277	5907.658285
278	5906.475338
279	5903.255841
280	5900.612513
281	5893.796584
282	5889.938053
283	5888.742521
284	5888.547992
285	5886.671733
286	5882.291864
287	5881.400136
288	5879.88817
289	5876.005748
290	5875.771759
291	5875.607271
292	5872.044538
293	5867.698326
294	5866.845146
295	5861.890012
296	5857.474181
297	5855.397352
298	5852.642553
299	5848.622474
300	5848.523467
301	5847.368025
302	5847.311096
303	5842.921351
304	5842.389667
305	5841.049113
306	5838.403015
307	5838.346957
308	5836.211556
309	5836.008326
310	5834.024788
311	5828.847872
312	5827.863488
313	5827.046962
314	5826.910143
315	5822.27032
316	5820.356115
317	5820.272487
318	5818.302575
319	5818.232381
320	5816.301215
321	5814.09036
322	5812.012707
323	5812.0026
324	5811.995621
325	5806.435826
326	5802.254529
327	5800.977274
328	5798.828594
329	5797.302813
330	5796.731477
331	5796.701316
332	5796.689493
333	5794.508568
334	5794.011791
335	5793.74866
336	5793.683479
337	5791.750407
338	5790.496439
339	5790.486777
340	5789.341978
341	5788.756567
342	5787.491316
343	5786.960824
344	5783.43248
345	5782.694094
346	5782.691191
347	5782.019959
348	5781.278247
349	5780.498694
350	5780.102829
351	5779.295528
352	5777.780808
353	5776.802734
354	5776.613879
355	5774.431427
356	5774.415199
357	5774.402119
358	5774.381046
359	5771.291677
360	5771.285861
361	5771.284891
362	5771.158868
363	5771.157899
364	5771.157172
365	5770.621543
366	5770.620815
367	5770.620088
368	5769.772917
369	5766.495774
370	5764.836973
371	5763.627625
372	5763.610152
373	5761.859734
374	5761.856336
375	5759.942936
376	5759.87203
377	5758.506679
378	5756.961709
379	5755.834785
380	5755.031857
381	5754.98325
382	5753.905284
383	5753.88608
384	5753.882677
385	5753.869308
386	5753.121779
387	5753.109623
388	5751.976351
389	5750.453949
390	5750.45249
391	5750.21096
392	5749.073954
393	5748.722395
394	5748.721422
395	5747.32422
396	5746.87861
397	5743.462017
398	5743.456416
399	5743.454224
400	5743.449597
401	5743.448623
402	5742.542886
403	5741.626043
404	5740.333348
405	5740.283886
406	5739.302833
407	5738.002303
408	5735.411574
409	5734.565543
410	5733.843794
411	5732.362447
412	5732.362935
413	5731.896641
414	5731.006894
415	5730.728911
416	5729.658099
417	5727.607695
418	5725.972802
419	5725.012018
420	5724.096766
421	5721.383133
422	5720.6695
423	5719.598762
424	5719.598028
425	5716.359162
426	5716.148735
427	5715.198536
428	5715.194865
429	5715.194865
430	5715.165498
431	5714.620949
432	5713.17134
433	5713.163017
434	5713.160568
435	5713.158365
436	5713.157631
437	5713.157386
438	5712.55266
439	5709.27354
440	5708.724019
441	5708.717894
442	5707.046956
443	5707.04328
444	5707.04279
445	5707.040094
446	5706.660946
447	5706.65825
448	5706.625162
449	5706.624672
450	5706.598447
451	5705.880514
452	5704.955818
453	5704.942579
454	5704.840588
455	5703.784043
456	5703.772518
457	5703.770066
458	5703.767613
459	5700.219182
460	5698.62822
461	5695.979067
462	5695.365149
463	5695.313577
464	5695.312841
465	5695.265443
466	5695.130616
467	5693.767673
468	5693.713138
469	5693.678993
470	5693.480993
471	5693.480747
472	5693.480993
473	5693.443898
474	5693.444144
475	5693.442178
476	5693.430878
477	5691.86554
478	5691.861363
479	5691.851534
480	5691.711956
481	5691.671164
482	5691.668461
483	5691.665758
484	5687.718055
485	5686.222478
486	5685.160013
487	5685.158044
488	5684.104239
489	5681.787542
490	5681.78508
491	5679.633911
492	5679.624307
493	5679.328048
494	5679.323122
495	5677.37698
496	5677.364416
497	5674.935538
498	5674.309978
499	5674.309485
500	5674.24934
501	5673.485897
502	5673.486144
503	5671.425789
504	5671.41765
505	5671.416911
506	5671.264992
507	5671.258827
508	5671.255621
509	5671.250688
510	5671.246989
511	5671.237617
512	5671.237371
513	5670.447376
514	5670.439976
515	5670.438743
516	5670.438496
517	5670.43529
518	5670.43159
519	5670.428877
520	5670.41161
521	5669.449552
522	5669.448565
523	5669.443384
524	5669.434503
525	5669.433269
526	5669.433023
527	5669.430555
528	5669.429815
529	5669.101937
530	5667.305547
531	5666.321486
532	5665.654735
533	5665.654241
534	5664.463719
535	5663.785884
536	5659.540715
537	5653.766683
538	5653.766683
539	5653.766188
540	5653.720916
541	5653.627897
542	5652.901752
543	5652.859442
544	5652.859194
545	5652.859442
546	5652.859194
547	5652.859194
548	5652.858699
549	5652.858205
550	5652.858205
551	5652.844596
552	5652.837668
553	5652.835441
554	5652.828761
555	5652.828266
556	5652.826781
557	5652.63997
558	5652.006745
559	5652.003281
560	5651.997836
561	5651.544216
562	5651.491997
563	5651.491502
564	5651.490759
565	5651.482345
566	5651.195747
567	5651.19451
568	5648.389396
569	5648.38791
570	5646.948049
571	5645.646558
572	5645.646311
573	5645.645815
574	5645.644824
575	5645.641851
576	5645.567032
577	5644.299172
578	5644.292234
579	5642.349626
580	5642.019182
581	5642.01819
582	5640.434121
583	5640.005858
584	5639.202063
585	5637.770772
586	5635.261539
587	5634.727885
588	5634.288265
589	5634.249787
590	5634.249043
591	5634.249043
592	5634.248794
593	5634.212302
594	5633.37317
595	5632.230458
596	5632.229464
597	5632.229216
598	5632.229216
599	5632.124915
600	5632.124915
601	5632.124915
602	5632.123922
603	5632.124419
604	5632.124419
605	5632.12417
606	5632.123922
607	5632.123922
608	5632.123673
609	5631.87086
610	5631.87086
611	5631.870612
612	5631.870612
613	5631.870115
614	5631.86639
615	5631.86639
616	5631.865893
617	5631.865645
618	5631.865645
619	5631.865645
620	5631.494599
621	5629.010149
622	5624.779763
623	5624.779266
624	5624.774044
625	5624.773547
626	5623.301274
627	5623.061247
628	5622.014959
629	5622.012222
630	5621.9963
631	5621.990329
632	5621.347182
633	5621.346187
634	5621.097119
635	5620.876656
636	5620.859237
637	5620.859237
638	5620.858989
639	5620.854261
640	5619.687848
641	5619.687101
642	5619.1104
643	5618.681258
644	5618.526669
645	5618.280463
646	5618.247104
647	5617.437955
648	5617.434967
649	5617.433473
650	5617.433473
651	5616.931493
652	5616.928007
653	5616.927509
654	5615.941344
655	5615.11617
656	5614.607008
657	5614.602524
658	5613.511554
659	5613.511305
660	5612.982062
661	5612.651882
662	5612.651384
663	5612.650636
664	5612.613506
665	5612.613007
666	5612.581359
667	5612.551703
668	5611.838936
669	5609.355754
670	5608.961774
671	5608.961026
672	5608.94756
673	5608.485719
674	5608.269748
675	5608.269
676	5607.890158
677	5607.882925
678	5606.970755
679	5603.092186
680	5603.091187
681	5602.457355
682	5602.457105
683	5601.424946
684	5601.422199
685	5601.045142
686	5600.627851
687	5600.627352
688	5600.627102
689	5600.119619
690	5598.166929
691	5596.952556
692	5596.951806
693	5596.951057
694	5596.951307
695	5596.94256
696	5596.94181
697	5596.37976
698	5596.37951
699	5594.136995
700	5594.137495
701	5594.136995
702	5593.708937
703	5593.708937
704	5593.708937
705	5593.708687
706	5593.681683
707	5593.681433
708	5593.681182
709	5593.655428
710	5593.654928
711	5593.169068
712	5593.168818
713	5593.168818
714	5593.145312
715	5593.145562
716	5593.145312
717	5593.122556
718	5593.122305
719	5593.123056
720	5593.123056
721	5593.123056
722	5593.123056
723	5593.122556
724	5593.122305
725	5593.122305
726	5593.122305
727	5593.122305
728	5593.122305
729	5593.122305
730	5593.122305
731	5593.122305
732	5593.122305
733	5593.122305
734	5593.121805
735	5593.121555
736	5593.121305
737	5593.121305
738	5591.369795
739	5591.2935
740	5591.2935
741	5589.517145
742	5589.502881
743	5588.89854
744	5588.880271
745	5587.749486
746	5587.749236
747	5587.734468
748	5587.627334
749	5587.628085
750	5587.28364
751	5587.283891
752	5586.775446
753	5581.277985
754	5580.42212
755	5576.990326
756	5576.808248
757	5575.023514
758	5574.338316
759	5574.336559
760	5574.333799
761	5574.332545
762	5574.330286
763	5571.530154
764	5571.528899
765	5571.524129
766	5571.524631
767	5571.524129
768	5569.772608
769	5569.772608
770	5569.769092
771	5568.573392
772	5568.569624
773	5568.566861
774	5565.867615
775	5565.86083
776	5565.859573
777	5565.859322
778	5564.678365
779	5564.164839
780	5564.06253
781	5560.364826
782	5560.313763
783	5559.175909
784	5558.710185
785	5558.710185
786	5558.467369
787	5558.467117
788	5558.310854
789	5558.308086
790	5555.140349
791	5554.346936
792	5554.346181
793	5553.564744
794	5552.948935
795	5552.949187
796	5552.818712
797	5551.152247
798	5551.152247
799	5551.152247
800	5550.766987
801	5550.765475
802	5550.765475
803	5550.764467
804	5550.759931
805	5550.759175
806	5549.286422
807	5549.124859
808	5549.124607
809	5546.705136
810	5545.63183
811	5545.631578
812	5545.610644
813	5545.449983
814	5545.082488
815	5543.850179
816	5541.979372
817	5541.891291
818	5541.891291
819	5541.313813
820	5541.313813
821	5540.319492
822	5540.317977
823	5539.273229
824	5539.271462
825	5538.779317
826	5538.779569
827	5538.341677
828	5537.895921
829	5537.284937
830	5536.566775
831	5536.537723
832	5536.019312
833	5536.017543
834	5536.008195
835	5536.008448
836	5535.71663
837	5533.984358
838	5533.980314
839	5533.417429
840	5532.416632
841	5532.416632
842	5532.347361
843	5532.342304
844	5532.340787
845	5532.340535
846	5532.340535
847	5532.340535
848	5531.510728
849	5531.096536
850	5531.096536
851	5531.096536
852	5530.523242
853	5530.50301
854	5530.50301
855	5530.50301
856	5530.50301
857	5530.502504
858	5530.501999
859	5530.500734
860	5530.500481
861	5530.499217
862	5530.477214
863	5530.288546
864	5530.230629
865	5530.230124
866	5530.230124
867	5530.230124
868	5529.328162
869	5528.836396
870	5527.520253
871	5527.513927
872	5526.887371
873	5526.457901
874	5526.457901
875	5526.457901
876	5525.465969
877	5524.971834
878	5524.874622
879	5523.983686
880	5523.977609
881	5523.976597
882	5523.695285
883	5523.617042
884	5523.616282
885	5523.218972
886	5523.13667
887	5523.136923
888	5523.13667
889	5523.136923
890	5523.136417
891	5522.958641
892	5522.550899
893	5522.550393
894	5522.517722
895	5522.144648
896	5522.142368
897	5522.141608
898	5521.694291
899	5521.481765
900	5521.482018
901	5521.482018
902	5520.645512
903	5520.646272
904	5520.646526
905	5520.630564
906	5520.590788
907	5520.591041
908	5520.590788
909	5520.590788
910	5520.590028
911	5520.590028
912	5520.590028
913	5520.589774
914	5520.589774
915	5520.589774
916	5520.589774
917	5520.589521
918	5520.11522
919	5518.93664
920	5518.9374
921	5518.937147
922	5518.917632
923	5518.917632
924	5518.912564
925	5517.52992
926	5517.441703
927	5515.233788
928	5514.761309
929	5514.759027
930	5514.367419
931	5514.366151
932	5514.366151
933	5513.493811
934	5512.448039
935	5512.448547
936	5512.157766
937	5511.910107
938	5511.537838
939	5511.525657
940	5511.518551
941	5511.518805
942	5510.681548
943	5509.391533
944	5509.391533
945	5509.391533
946	5509.261042
947	5509.259265
948	5509.259265
949	5509.259265
950	5509.259011
951	5508.509518
952	5508.509265
953	5508.509011
954	5508.505202
955	5508.503425
956	5508.503932
957	5508.503425
958	5508.503679
959	5508.503679
960	5508.503425
961	5508.389164
962	5508.389164
963	5508.380023
964	5508.380023
965	5508.380023
966	5508.212689
967	5508.212689
968	5508.212181
969	5508.212181
970	5508.211673
971	5508.211673
972	5508.21142
973	5508.211166
974	5508.210404
975	5508.209134
976	5508.207611
977	5508.207611
978	5508.206849
979	5508.206849
980	5508.206849
981	5508.166475
982	5507.007687
983	5506.706459
984	5506.409532
985	5506.408516
986	5506.406484
987	5506.405722
988	5506.405722
989	5506.232741
990	5506.230962
991	5505.857547
992	5505.428215
993	5505.427199
994	5505.427453
995	5505.427707
996	5505.427707
997	5504.29045
998	5504.213201
999	5504.051332
1000	5504.048282
1001	5504.046758
1002	5504.047012
1003	5504.045995
1004	5504.045741
1005	5504.045741
1006	5504.045741
1007	5502.961574
1008	5502.961574
1009	5502.961065
1010	5502.96132
1011	5501.24314
1012	5501.242632
1013	5500.977447
1014	5500.977955
1015	5500.977955
1016	5500.644867
1017	5500.644613
1018	5500.644613
1019	5500.644613
1020	5500.644867
1021	5500.599352
1022	5500.59147
1023	5500.59147
1024	5500.591215
1025	5500.51544
1026	5500.515186
1027	5500.515186
1028	5500.516203
1029	5500.515695
1030	5500.515949
1031	5498.717899
1032	5498.324386
1033	5498.324641
1034	5497.97333
1035	5497.97333
1036	5497.97333
1037	5497.972566
1038	5497.972058
1039	5497.972058
1040	5497.743604
1041	5497.573912
1042	5497.573912
1043	5496.930457
1044	5496.929185
1045	5496.92893
1046	5496.927404
1047	5496.26606
1048	5496.265551
1049	5496.265551
1050	5496.264024
1051	5496.264024
1052	5496.264024
1053	5495.966788
1054	5495.117235
1055	5495.116471
1056	5495.116726
1057	5494.836482
1058	5493.121363
1059	5493.069165
1060	5493.068911
1061	5493.068911
1062	5492.254307
1063	5492.244121
1064	5492.19981
1065	5492.19981
1066	5491.65964
1067	5491.65964
1068	5491.65913
1069	5491.497655
1070	5491.496636
1071	5491.496381
1072	5491.496126
1073	5491.496381
1074	5491.495362
1075	5491.494598
1076	5491.494598
1077	5491.041983
1078	5491.041983
1079	5490.996643
1080	5490.996643
1081	5490.996643
1082	5490.996133
1083	5490.996133
1084	5490.996133
1085	5490.978048
1086	5490.978048
1087	5490.978048
1088	5490.978048
1089	5490.977284
1090	5490.966586
1091	5490.149632
1092	5490.112437
1093	5489.939961
1094	5489.939961
1095	5488.985003
1096	5488.984748
1097	5488.90601
1098	5488.905246
1099	5488.900914
1100	5487.300681
1101	5487.02794
1102	5486.902271
1103	5486.631549
1104	5486.614214
1105	5483.982515
1106	5483.974609
1107	5483.974099
1108	5483.974609
1109	5483.342567
1110	5483.342822
1111	5482.402532
1112	5480.323934
1113	5480.324189
1114	5480.238181
1115	5480.148342
1116	5476.354393
1117	5476.088513
1118	5476.089024
1119	5476.088769
1120	5476.089024
1121	5475.994265
1122	5475.994009
1123	5475.994009
1124	5474.247948
1125	5474.137316
1126	5473.320406
1127	5473.256009
1128	5473.231987
1129	5473.230454
1130	5473.230198
1131	5472.364592
1132	5471.234778
1133	5471.234523
1134	5471.232477
1135	5471.232733
1136	5470.308259
1137	5470.199081
1138	5470.062286
1139	5469.953615
1140	5469.923698
1141	5469.366751
1142	5469.116132
1143	5469.114854
1144	5468.611279
1145	5468.611279
1146	5468.610001
1147	5468.608978
1148	5467.178308
1149	5467.17754
1150	5467.162958
1151	5467.16219
1152	5467.161423
1153	5467.052438
1154	5466.40232
1155	5465.129493
1156	5464.104413
1157	5463.383799
1158	5462.964955
1159	5462.948569
1160	5461.863926
1161	5460.481437
1162	5459.949657
1163	5459.514153
1164	5459.514153
1165	5459.411932
1166	5459.411676
1167	5459.394767
1168	5459.139591
1169	5459.138823
1170	5459.138566
1171	5459.139079
1172	5457.29536
1173	5457.293053
1174	5456.476185
1175	5456.468239
1176	5456.468239
1177	5456.421073
1178	5456.414665
1179	5456.410307
1180	5456.408769
1181	5456.408769
1182	5456.402617
1183	5456.402617
1184	5455.844547
1185	5455.840189
1186	5455.639967
1187	5455.639967
1188	5455.639967
1189	5455.639454
1190	5455.639454
1191	5455.639454
1192	5455.639198
1193	5455.639198
1194	5455.638941
1195	5455.638941
1196	5455.638941
1197	5455.638685
1198	5455.638429
1199	5455.638685
1200	5455.638429
1201	5455.638685
1202	5455.638429
1203	5455.638429
1204	5455.638172
1205	5455.638172
1206	5455.637916
1207	5455.637659
1208	5455.637659
1209	5455.637659
1210	5455.637659
1211	5453.677093
1212	5453.671451
1213	5452.923808
1214	5448.284337
1215	5448.28408
1216	5448.229399
1217	5448.228115
1218	5447.973957
1219	5447.963944
1220	5447.951621
1221	5447.951364
1222	5447.951364
1223	5447.951878
1224	5447.951108
1225	5447.934163
1226	5444.933147
1227	5444.179423
1228	5443.026028
1229	5443.025771
1230	5443.024486
1231	5442.355308
1232	5442.149706
1233	5442.149449
1234	5441.072485
1235	5441.071971
1236	5441.006421
1237	5440.990997
1238	5440.151885
1239	5440.151627
1240	5439.884493
1241	5439.883722
1242	5439.335013
1243	5439.334242
1244	5438.368083
1245	5438.256978
1246	5437.757491
1247	5436.798512
1248	5436.275478
1249	5435.426373
1250	5435.426373
1251	5435.3834
1252	5435.3834
1253	5435.381856
1254	5435.381341
1255	5435.381856
1256	5435.381856
1257	5435.381856
1258	5435.381341
1259	5435.378768
1260	5435.377224
1261	5435.36513
1262	5435.36513
1263	5435.36513
1264	5435.364615
1265	5435.364358
1266	5435.364358
1267	5435.33039
1268	5435.320869
1269	5435.318039
1270	5434.531325
1271	5434.530038
1272	5432.47406
1273	5432.470198
1274	5432.32962
1275	5432.32962
1276	5432.08373
1277	5432.082185
1278	5432.004425
1279	5431.995927
1280	5431.961682
1281	5431.632344
1282	5431.624361
1283	5431.623846
1284	5431.623331
1285	5431.622816
1286	5430.93781
1287	5430.91901
1288	5429.672898
1289	5429.672898
1290	5429.663367
1291	5429.663367
1292	5429.663109
1293	5429.663625
1294	5429.663625
1295	5429.663625
1296	5429.663367
1297	5429.281336
1298	5429.281079
1299	5429.281079
1300	5429.281336
1301	5429.249907
1302	5429.249907
1303	5429.180092
1304	5429.172621
1305	5429.172106
1306	5428.317253
1307	5428.316737
1308	5428.316995
1309	5428.316222
1310	5426.588584
1311	5426.588069
1312	5426.587553
1313	5426.577501
1314	5425.850099
1315	5425.655988
1316	5425.649801
1317	5425.650059
1318	5425.650574
1319	5425.649543
1320	5425.643356
1321	5425.643356
1322	5425.64181
1323	5424.561568
1324	5424.561052
1325	5424.560795
1326	5424.560537
1327	5424.559247
1328	5423.888306
1329	5423.888048
1330	5423.888048
1331	5423.888306
1332	5423.577304
1333	5423.577046
1334	5423.576272
1335	5423.575499
1336	5423.575241
1337	5423.574983
1338	5423.574983
1339	5423.575241
1340	5423.575241
1341	5423.307806
1342	5423.307806
1343	5423.307548
1344	5423.307548
1345	5423.307032
1346	5422.308611
1347	5422.113342
1348	5422.11231
1349	5422.108441
1350	5422.107925
1351	5421.57238
1352	5421.572122
1353	5421.570832
1354	5420.710652
1355	5420.710652
1356	5420.710652
1357	5420.710394
1358	5420.710394
1359	5420.710394
1360	5420.70962
1361	5420.707556
1362	5420.706782
1363	5420.706524
1364	5420.706782
1365	5420.706782
1366	5420.706782
1367	5420.706524
1368	5420.706265
1369	5420.706265
1370	5420.706524
1371	5420.706782
1372	5420.706782
1373	5420.706524
1374	5420.665498
1375	5420.665756
1376	5420.665756
1377	5420.665756
1378	5420.66524
1379	5419.968527
1380	5418.805591
1381	5418.143231
1382	5418.136777
1383	5418.137035
1384	5417.789044
1385	5417.788527
1386	5417.765293
1387	5417.764776
1388	5417.765035
1389	5417.733539
1390	5417.73328
1391	5417.733797
1392	5417.731731
1393	5417.731473
1394	5417.730957
1395	5417.730957
1396	5417.731215
1397	5417.731215
1398	5417.730699
1399	5417.730182
1400	5417.730182
1401	5417.62769
1402	5417.62769
1403	5417.627174
1404	5417.627174
1405	5417.627174
1406	5417.626915
1407	5417.626915
1408	5417.626915
1409	5417.619945
1410	5417.620203
1411	5417.083699
1412	5417.08344
1413	5417.08344
1414	5417.08344
1415	5417.08344
1416	5415.382438
1417	5415.382438
1418	5415.330524
1419	5415.329749
1420	5410.855534
1421	5410.42797
1422	5410.42797
1423	5410.42797
1424	5410.425385
1425	5410.424609
1426	5410.416078
1427	5410.41582
1428	5410.415561
1429	5410.285785
1430	5410.284751
1431	5408.566353
1432	5408.566094
1433	5408.558595
1434	5408.111969
1435	5407.900152
1436	5407.886703
1437	5407.884634
1438	5407.884634
1439	5407.884634
1440	5407.884375
1441	5407.884117
1442	5407.882048
1443	5407.882048
1444	5407.460197
1445	5407.460456
1446	5407.458904
1447	5407.458904
1448	5407.458904
1449	5407.454248
1450	5407.454248
1451	5407.454248
1452	5407.454248
1453	5407.454248
1454	5407.453472
1455	5407.368115
1456	5407.358803
1457	5407.358286
1458	5407.35751
1459	5407.356734
1460	5407.356475
1461	5407.356217
1462	5407.354665
1463	5407.174634
1464	5407.174634
1465	5407.174634
1466	5407.174634
1467	5407.174634
1468	5407.174375
1469	5407.174375
1470	5407.174375
1471	5407.171789
1472	5406.762559
1473	5406.7623
1474	5406.7623
1475	5406.7623
1476	5406.7623
1477	5406.7623
1478	5406.762559
1479	5406.761783
1480	5406.749624
1481	5406.749107
1482	5406.748331
1483	5406.74859
1484	5406.74859
1485	5406.748848
1486	5406.74859
1487	5406.74859
1488	5406.74859
1489	5406.74859
1490	5406.746779
1491	5406.744451
1492	5406.744451
1493	5406.743933
1494	5406.743416
1495	5406.742898
1496	5406.743416
1497	5406.705388
1498	5406.705388
1499	5406.668913
1500	5406.466093
1501	5405.397286
1502	5405.397028
1503	5405.394181
1504	5404.392451
1505	5404.391675
1506	5403.506499
1507	5403.506758
1508	5403.506499
1509	5403.506758
1510	5403.493298
1511	5403.492521
1512	5403.492521
1513	5402.563187
1514	5402.563187
1515	5402.563446
1516	5402.563705
1517	5402.560857
1518	5402.560857
1519	5402.560857
1520	5402.560857
1521	5402.560598
1522	5402.560857
1523	5402.560598
1524	5402.560598
1525	5402.560857
1526	5402.560857
1527	5402.560857
1528	5402.560598
1529	5402.560598
1530	5402.560339
1531	5402.56008
1532	5402.559562
1533	5402.559562
1534	5402.559562
1535	5402.559562
1536	5402.559562
1537	5402.559562
1538	5402.559562
1539	5402.000072
1540	5401.999037
1541	5401.98635
1542	5401.946735
1543	5401.946735
1544	5401.946476
1545	5401.946735
1546	5401.946735
1547	5401.946735
1548	5401.946735
1549	5401.946735
1550	5401.946735
1551	5401.946476
1552	5401.946994
1553	5401.946994
1554	5401.946476
1555	5401.945182
1556	5401.945182
1557	5401.945182
1558	5401.945182
1559	5401.843166
1560	5401.843166
1561	5401.84239
1562	5401.84239
1563	5401.311828
1564	5399.445513
1565	5399.444218
1566	5399.444218
1567	5398.950726
1568	5397.950132
1569	5397.760718
1570	5397.006367
1571	5396.228324
1572	5396.227287
1573	5396.227028
1574	5396.227287
1575	5396.225991
1576	5396.154972
1577	5396.154712
1578	5396.154712
1579	5396.153935
1580	5396.153935
1581	5395.857146
1582	5395.854035
1583	5395.854294
1584	5395.696432
1585	5395.696432
1586	5395.696432
1587	5395.696173
1588	5395.68062
1589	5395.680879
1590	5395.119898
1591	5395.113417
1592	5394.972125
1593	5394.245387
1594	5394.233978
1595	5394.208049
1596	5394.161117
1597	5394.121446
1598	5393.847882
1599	5393.164044
1600	5393.155485
1601	5393.075608
1602	5393.075608
1603	5393.075089
1604	5393.07457
1605	5393.074311
1606	5393.073792
1607	5393.073792
1608	5393.073792
1609	5393.069643
1610	5393.069643
1611	5392.216588
1612	5392.175345
1613	5392.175086
1614	5392.175086
1615	5392.175086
1616	5392.175086
1617	5392.175345
1618	5392.175086
1619	5392.175086
1620	5392.174827
1621	5392.174567
1622	5392.174567
1623	5392.174827
1624	5392.174567
1625	5392.174308
1626	5392.174567
1627	5392.174567
1628	5392.174308
1629	5392.174567
1630	5392.174827
1631	5392.174827
1632	5392.174827
1633	5392.174567
1634	5392.174827
1635	5392.174567
1636	5392.174567
1637	5392.174567
1638	5392.174567
1639	5392.170936
1640	5392.168861
1641	5392.168342
1642	5392.168083
1643	5391.386228
1644	5391.386228
1645	5391.386228
1646	5391.386228
1647	5391.386228
1648	5391.351983
1649	5391.349389
1650	5391.349389
1651	5390.493467
1652	5390.434827
1653	5390.430676
1654	5390.296786
1655	5389.839565
1656	5389.838786
1657	5389.838527
1658	5389.838527
1659	5389.46613
1660	5389.11499
1661	5389.111875
1662	5388.515688
1663	5388.514909
1664	5388.239764
