iter	RMSE
1665	5388.221593
1666	5387.825462
1667	5387.810405
1668	5387.810145
1669	5387.810145
1670	5387.809626
1671	5386.158066
1672	5385.062112
1673	5385.0151
1674	5385.001854
1675	5384.962894
1676	5384.608083
1677	5384.608342
1678	5384.607823
1679	5384.105697
1680	5383.368658
1681	5383.368399
1682	5383.368399
1683	5382.81211
1684	5382.694142
1685	5382.481844
1686	5382.411683
1687	5381.825149
1688	5381.582668
1689	5381.582409
1690	5381.561097
1691	5381.52757
1692	5381.476109
1693	5381.378124
1694	5381.377604
1695	5381.35993
1696	5381.070123
1697	5380.708037
1698	5380.165772
1699	5380.017849
1700	5380.017069
1701	5380.016549
1702	5380.016029
1703	5380.015249
1704	5380.014469
1705	5378.439831
1706	5378.253371
1707	5378.216443
1708	5375.603488
1709	5375.603228
1710	5375.539481
1711	5373.844589
1712	5373.844068
1713	5373.599405
1714	5373.599145
1715	5373.598364
1716	5373.597583
1717	5373.597063
1718	5373.438287
1719	5373.415901
1720	5373.409134
1721	5373.408613
1722	5373.404188
1723	5373.375035
1724	5373.374775
1725	5373.374514
1726	5373.319071
1727	5373.31855
1728	5373.07907
1729	5373.07855
1730	5371.517241
1731	5371.516981
1732	5371.460737
1733	5371.459435
1734	5371.458914
1735	5371.444072
1736	5371.429751
1737	5371.355018
1738	5371.127429
1739	5371.114148
1740	5371.099826
1741	5369.680685
1742	5369.668703
1743	5368.383101
1744	5368.369553
1745	5368.34871
1746	5368.34871
1747	5368.348971
1748	5368.058982
1749	5368.058722
1750	5368.058461
1751	5368.056116
1752	5368.056116
1753	5368.056377
1754	5368.055856
1755	5368.055856
1756	5368.054553
1757	5368.054553
1758	5368.054292
1759	5368.054032
1760	5367.07452
1761	5367.07478
1762	5367.07478
1763	5367.07452
1764	5367.032041
1765	5367.031781
1766	5366.76231
1767	5366.762049
1768	5366.761789
1769	5366.761528
1770	5366.709144
1771	5366.708883
1772	5366.708101
1773	5366.695331
1774	5365.394419
1775	5365.352188
1776	5365.339936
1777	5364.940029
1778	5364.928036
1779	5364.921258
1780	5364.43189
1781	5363.545074
1782	5363.544552
1783	5363.51013
1784	5363.471796
1785	5363.443893
1786	5363.430332
1787	5363.427464
1788	5363.398778
1789	5363.399039
1790	5363.031326
1791	5363.028718
1792	5363.028197
1793	5363.028197
1794	5363.02272
1795	5363.02272
1796	5363.02272
1797	5363.015678
1798	5363.015678
1799	5362.597602
1800	5362.597602
1801	5362.597341
1802	5362.597341
1803	5362.597602
1804	5362.597602
1805	5362.597602
1806	5362.597602
1807	5362.597602
1808	5362.597602
1809	5362.597602
1810	5362.422067
1811	5362.421807
1812	5362.421807
1813	5361.88004
1814	5361.863084
1815	5361.863084
1816	5361.006369
1817	5360.766599
1818	5360.732159
1819	5360.731898
1820	5360.597006
1821	5360.596745
1822	5360.589961
1823	5360.476983
1824	5360.302684
1825	5360.302423
1826	5360.302423
1827	5360.302423
1828	5360.302162
1829	5360.301901
1830	5360.302162
1831	5360.301901
1832	5360.301901
1833	5360.301901
1834	5360.301901
1835	5360.301901
1836	5360.301901
1837	5360.301901
1838	5360.30138
1839	5360.30138
1840	5360.30138
1841	5360.301641
1842	5360.30138
1843	5360.30138
1844	5360.30138
1845	5360.30138
1846	5360.301119
1847	5360.301119
1848	5360.30138
1849	5360.30138
1850	5360.301119
1851	5360.299553
1852	5359.914666
1853	5358.872592
1854	5358.858237
1855	5358.533542
1856	5358.532759
1857	5358.512661
1858	5358.506396
1859	5358.506135
1860	5358.412951
1861	5358.413212
1862	5358.274607
1863	5358.236236
1864	5358.235975
1865	5358.231015
1866	5358.228927
1867	5358.218485
1868	5358.217963
1869	5358.218224
1870	5358.185073
1871	5358.185073
1872	5358.184551
1873	5358.184551
1874	5357.9457
1875	5357.942828
1876	5357.942828
1877	5357.942828
1878	5357.942828
1879	5357.756177
1880	5357.756177
1881	5357.722501
1882	5357.722501
1883	5357.722501
1884	5357.722501
1885	5357.638179
1886	5357.638179
1887	5357.63844
1888	5357.63844
1889	5357.63844
1890	5357.611812
1891	5357.611812
1892	5357.611812
1893	5357.601108
1894	5357.601108
1895	5357.600325
1896	5357.599542
1897	5357.567953
1898	5355.670465
1899	5355.658713
1900	5355.638082
1901	5355.458924
1902	5355.343226
1903	5355.328078
1904	5355.326511
1905	5355.097718
1906	5354.033286
1907	5353.502166
1908	5353.491977
1909	5353.491977
1910	5353.459057
1911	5353.439201
1912	5353.03135
1913	5353.030305
1914	5353.027431
1915	5353.027692
1916	5353.025863
1917	5353.022728
1918	5352.987716
1919	5352.986671
1920	5352.986148
1921	5352.985625
1922	5352.970209
1923	5352.969687
1924	5352.969426
1925	5352.969164
1926	5352.968903
1927	5352.968642
1928	5352.96838
1929	5352.9561
1930	5352.9561
1931	5352.955839
1932	5352.955839
1933	5352.955839
1934	5352.955839
1935	5352.955839
1936	5352.955839
1937	5352.948261
1938	5352.902797
1939	5352.902797
1940	5352.902797
1941	5352.902274
1942	5352.892084
1943	5352.892084
1944	5352.882155
1945	5352.882155
1946	5352.882155
1947	5352.882416
1948	5352.878496
1949	5352.878496
1950	5352.865432
1951	5352.841393
1952	5351.695232
1953	5350.881586
1954	5350.881586
1955	5350.881325
1956	5350.656002
1957	5350.647898
1958	5350.638749
1959	5350.559544
1960	5350.559805
1961	5350.541507
1962	5350.30519
1963	5350.294994
1964	5350.294994
1965	5350.281662
1966	5350.281662
1967	5350.281139
1968	5350.281662
1969	5350.281139
1970	5350.281139
1971	5350.281139
1972	5350.281139
1973	5349.604804
1974	5349.604804
1975	5349.604804
1976	5349.604804
1977	5349.604804
1978	5349.604542
1979	5349.604019
1980	5349.604542
1981	5349.604542
1982	5349.603235
1983	5349.603235
1984	5349.603235
1985	5349.602974
1986	5349.596699
1987	5349.596699
1988	5349.596699
1989	5349.592254
1990	5349.592516
1991	5349.592516
1992	5349.592254
1993	5349.592516
1994	5349.592254
1995	5349.592254
1996	5349.592254
1997	5349.579966
1998	5349.579966
1999	5349.579966
